Rooms,Type,Price,Method,Regionname,Bathroom,Car,Landsize,Distance,Bedroom
2,u,670000,VB,Southern Metropolitan,3,2,717,28.2,4
3,t,1320000,PI,Southern Metropolitan,3,2,579,13.0,3
2,u,816000,S,Southern Metropolitan,2,2,839,12.0,3
1,u,350000,VB,Northern Metropolitan,1,1,779,13.0,3
2,u,620000,S,Northern Metropolitan,1,2,212,19.4,3
3,h,1760000,S,Northern Metropolitan,1,4,677,17.2,3
3,h,545000,SP,Western Metropolitan,1,1,593,23.7,2
4,h,1800000,VB,Southern Metropolitan,1,1,0,18.2,2
2,u,1091500,S,Southern Metropolitan,3,1,557,17.2,3
5,h,1140000,S,Southern Metropolitan,1,2,542,22.5,3
3,t,950000,S,Southern Metropolitan,2,1,350,16.9,4
2,h,1171000,S,Southern Metropolitan,2,2,569,15.1,4
2,u,425000,S,Southern Metropolitan,2,2,671,21.6,3
3,h,1116000,S,Southern Metropolitan,5,4,673,19.0,3
3,u,1030000,S,Northern Metropolitan,1,2,570,13.5,2
4,h,689000,SP,Eastern Victoria,1,2,600,20.6,3
2,h,900000,VB,Northern Metropolitan,3,2,789,25.9,3
4,h,922000,SP,Northern Metropolitan,1,1,529,20.1,3
3,h,1077000,S,Northern Metropolitan,2,2,339,23.5,2
4,h,665000,PI,Northern Metropolitan,3,3,761,21.6,4
4,h,607000,S,Northern Metropolitan,1,3,595,12.5,2
4,h,509500,S,Northern Metropolitan,3,3,1801,24.8,2
5,h,572000,S,South-Eastern Metropolitan,1,1,136,17.0,4
4,h,932000,S,Eastern Metropolitan,2,1,585,23.3,3
2,h,570000,SP,Eastern Metropolitan,1,1,580,16.2,3
4,h,875000,S,Eastern Metropolitan,1,3,574,23.7,3
4,h,810000,SA,Eastern Metropolitan,2,1,289,9.5,3
3,h,585000,S,South-Eastern Metropolitan,1,1,177,14.8,2
2,u,348000,S,South-Eastern Metropolitan,1,2,649,22.0,2
3,h,627000,S,South-Eastern Metropolitan,1,3,704,20.0,3
3,h,760000,SP,South-Eastern Metropolitan,1,2,322,18.1,3
2,h,621000,S,Northern Victoria,1,1,263,16.7,3
2,u,612000,S,South-Eastern Metropolitan,1,2,766,27.1,9
3,t,945000,S,Eastern Metropolitan,2,4,574,26.3,4
6,h,1856000,SP,Eastern Metropolitan,1,1,581,31.0,3
7,h,2705000,S,Eastern Metropolitan,3,2,873,26.2,3
3,h,852000,PI,Eastern Metropolitan,1,1,586,22.1,3
3,h,975000,S,Eastern Metropolitan,1,1,220,22.1,3
4,h,770000,S,Eastern Metropolitan,2,2,554,18.9,3
1,u,425000,S,Southern Metropolitan,1,3,812,16.7,4
4,h,940000,SP,Northern Metropolitan,2,2,589,25.9,4
3,t,864000,S,Western Metropolitan,1,1,0,18.3,3
1,u,291000,S,Western Metropolitan,2,2,570,22.3,3
3,h,750000,VB,Western Metropolitan,1,0,569,17.5,3
5,h,2200000,VB,Western Metropolitan,2,4,585,25.1,3
3,h,515000,S,South-Eastern Metropolitan,1,1,549,22.2,3
3,h,580000,S,South-Eastern Metropolitan,2,1,582,22.1,2
3,h,1550000,S,Northern Metropolitan,1,1,590,23.9,3
3,h,720000,S,Northern Metropolitan,2,3,638,20.8,2
2,u,414000,S,Eastern Metropolitan,1,2,607,18.4,5
2,h,1350000,VB,Northern Metropolitan,2,1,244,21.5,3
3,h,1852000,S,Northern Metropolitan,1,2,0,16.8,3
2,h,1100000,S,Northern Metropolitan,1,1,304,22.7,3
3,t,815000,S,Western Metropolitan,1,2,114,11.6,3
1,u,170000,PI,Western Metropolitan,2,1,196,17.6,6
3,t,850500,S,Eastern Metropolitan,1,1,0,18.1,4
2,u,400000,S,South-Eastern Metropolitan,1,1,0,17.8,3
3,h,640000,S,South-Eastern Metropolitan,1,0,0,16.0,2
3,h,611000,S,Eastern Victoria,1,1,0,17.7,4
3,h,755000,S,South-Eastern Metropolitan,1,1,0,18.9,4
4,h,521000,SP,Northern Victoria,1,1,0,17.7,3
3,h,625000,S,Western Metropolitan,1,1,0,21.1,3
3,h,650000,SP,Western Metropolitan,1,0,159,17.9,2
4,h,1910000,S,Southern Metropolitan,2,2,339,19.6,4
3,t,1900000,VB,Southern Metropolitan,1,2,232,18.0,3
2,u,500000,PI,Southern Metropolitan,1,1,483,23.7,5
2,u,523000,S,Southern Metropolitan,1,1,157,19.5,4
4,h,1250000,S,Eastern Metropolitan,0,0,0,14.9,3
2,t,460000,S,Northern Metropolitan,2,2,715,21.7,3
3,t,600000,SA,Northern Metropolitan,1,1,208,24.7,4
3,t,595000,S,Northern Metropolitan,2,2,206,24.4,4
3,h,847000,SP,Northern Metropolitan,3,2,715,11.0,3
6,h,990000,S,Northern Metropolitan,2,2,744,13.2,3
3,h,645000,S,Northern Metropolitan,3,2,651,13.0,3
3,t,880000,VB,Northern Metropolitan,5,2,651,23.6,3
2,u,695000,S,Northern Metropolitan,1,1,122,24.9,2
3,h,630000,SP,Northern Metropolitan,4,7,2051,23.2,3
2,u,500000,S,Northern Metropolitan,3,2,600,20.2,3
3,t,1910000,PI,Southern Metropolitan,3,4,647,20.7,3
1,u,395000,S,Southern Metropolitan,2,1,853,20.5,4
3,u,1000000,S,Southern Metropolitan,3,2,678,18.2,2
2,u,450000,S,Southern Metropolitan,2,2,342,23.5,4
2,u,820000,S,Southern Metropolitan,1,1,0,16.2,2
2,u,450000,PI,Southern Metropolitan,2,2,308,19.4,3
3,h,650000,SP,Northern Victoria,1,1,1015,29.9,2
2,h,780000,VB,Eastern Metropolitan,1,1,188,21.1,3
3,h,726500,S,Eastern Metropolitan,2,2,664,25.7,4
3,h,710000,S,Eastern Metropolitan,1,1,0,18.4,4
2,u,645000,S,Southern Metropolitan,1,2,589,17.5,3
3,h,471000,S,Western Metropolitan,2,2,577,22.2,3
3,h,440000,S,Western Metropolitan,1,1,0,18.1,3
4,h,650000,PI,Northern Metropolitan,1,1,0,18.5,3
2,t,390000,S,Northern Metropolitan,1,1,740,22.7,4
3,h,506000,S,Western Metropolitan,2,2,599,18.5,2
3,h,735000,SP,Western Metropolitan,1,2,281,17.9,3
3,h,595000,SP,Western Metropolitan,3,2,453,13.1,3
3,h,605000,S,Western Metropolitan,1,1,121,14.6,4
4,h,640000,PI,Western Metropolitan,3,4,1148,14.5,2
3,t,967000,S,Northern Metropolitan,2,2,219,14.7,5
1,t,500000,VB,Northern Metropolitan,3,2,678,17.7,4
2,u,535000,SP,Northern Metropolitan,3,2,642,17.1,2
3,h,975000,PI,Southern Metropolitan,3,2,241,12.1,3
4,h,761000,S,South-Eastern Metropolitan,2,4,935,19.9,2
3,h,1020000,S,Western Metropolitan,1,1,104,19.7,4
1,u,210000,PI,Western Metropolitan,2,2,746,18.7,3
2,u,410000,S,Northern Metropolitan,2,2,649,20.2,3
5,h,675000,SP,Northern Metropolitan,3,2,344,15.6,4
5,h,880000,S,Eastern Metropolitan,1,4,671,18.9,3
3,h,597500,S,South-Eastern Metropolitan,3,2,674,23.2,2
2,t,520000,S,Western Metropolitan,1,0,0,15.2,4
3,t,895000,S,Western Metropolitan,1,0,777,17.2,2
3,t,660000,PI,Western Metropolitan,2,2,611,19.1,3
3,h,2110000,S,Southern Metropolitan,1,2,832,21.6,3
3,h,1050000,PI,Western Metropolitan,2,2,380,25.6,3
4,h,320000,SP,Western Victoria,1,2,651,17.1,4
3,h,480000,SP,Western Victoria,2,2,610,14.3,3
2,t,705000,S,South-Eastern Metropolitan,1,1,87,20.2,4
4,h,670000,S,Northern Metropolitan,2,2,743,22.9,3
4,h,520500,S,Northern Metropolitan,1,2,1315,11.5,3
2,u,460000,S,Northern Metropolitan,5,2,671,14.2,2
3,h,950000,S,Eastern Metropolitan,6,4,739,10.8,3
3,t,970000,VB,Eastern Metropolitan,2,3,683,21.9,3
5,h,2200000,SP,Eastern Metropolitan,1,3,675,18.0,3
3,h,960000,PI,Eastern Metropolitan,2,2,752,22.4,3
4,h,1810000,S,Western Metropolitan,1,1,0,14.2,4
2,h,1020000,S,Western Metropolitan,3,2,596,17.7,3
4,h,800000,PI,South-Eastern Metropolitan,2,2,929,18.3,4
4,h,1225000,S,South-Eastern Metropolitan,3,2,1007,24.0,3
6,h,1200000,PI,Eastern Metropolitan,3,2,674,18.0,3
3,h,1205000,S,Eastern Metropolitan,2,2,583,17.1,4
3,h,944000,S,Eastern Metropolitan,2,3,1205,16.8,2
3,h,1385000,S,Eastern Metropolitan,2,1,685,23.6,3
3,h,1280000,S,Eastern Metropolitan,1,1,0,22.1,3
3,h,2000000,VB,Eastern Metropolitan,4,2,584,19.4,3
3,h,650000,SP,South-Eastern Metropolitan,3,5,655,18.9,4
3,h,580000,SP,South-Eastern Metropolitan,2,1,842,22.2,3
2,h,710000,S,Western Metropolitan,3,4,1468,11.4,3
2,u,335000,SP,Western Metropolitan,2,2,190,17.1,3
2,u,466500,S,South-Eastern Metropolitan,2,2,662,13.6,4
2,u,550000,S,Northern Metropolitan,5,3,807,24.8,3
2,h,962000,S,Northern Metropolitan,1,2,739,22.1,4
2,t,936000,S,Northern Metropolitan,2,1,665,23.8,2
2,u,580000,VB,Northern Metropolitan,1,1,134,23.4,3
4,h,1900000,PI,Northern Metropolitan,2,2,722,19.1,3
3,h,1605000,S,Northern Metropolitan,2,1,706,20.1,3
3,h,1415000,S,Northern Metropolitan,1,1,207,16.2,3
2,u,390000,S,Northern Metropolitan,2,3,613,17.6,3
2,u,637000,S,Eastern Metropolitan,2,3,681,20.9,3
4,h,1100000,S,Eastern Metropolitan,4,3,1437,18.1,3
6,h,1900000,PI,Southern Metropolitan,2,1,259,23.1,3
1,u,454000,S,Southern Metropolitan,2,2,981,19.4,3
2,u,562000,S,Southern Metropolitan,1,2,844,16.7,2
3,h,985000,S,South-Eastern Metropolitan,1,1,130,16.8,3
3,h,870000,PI,Northern Metropolitan,2,2,868,9.9,5
3,h,800000,SP,Northern Metropolitan,7,6,0,16.4,3
5,h,1501000,S,Northern Metropolitan,2,2,404,14.4,4
3,h,1663000,S,Northern Metropolitan,3,4,876,18.8,3
4,h,780000,VB,Northern Metropolitan,1,1,672,17.8,3
5,h,660000,S,Western Metropolitan,2,2,260,17.2,2
4,h,663500,S,Western Metropolitan,1,1,253,20.7,4
4,h,2450000,VB,Southern Metropolitan,2,0,942,23.8,3
1,u,399000,S,Southern Metropolitan,2,2,647,16.4,2
2,u,1240000,S,Southern Metropolitan,4,2,760,18.4,3
3,h,727500,S,Northern Metropolitan,2,2,642,14.8,3
3,t,965000,S,Northern Metropolitan,2,1,734,21.6,3
2,h,2530000,S,Northern Metropolitan,1,2,652,17.2,3
3,h,840000,SP,Northern Metropolitan,2,2,750,20.0,4
2,h,560000,S,Northern Metropolitan,2,1,347,31.9,2
3,h,680500,S,Northern Metropolitan,1,3,772,16.8,4
4,h,902000,S,Northern Metropolitan,2,2,673,20.0,4
3,h,825000,S,Northern Metropolitan,1,2,665,14.2,3
3,h,801000,SP,Northern Metropolitan,2,2,772,23.5,4
2,t,668500,S,Northern Metropolitan,2,3,736,18.2,3
2,h,1165000,S,Northern Metropolitan,1,4,847,14.1,4
1,u,390000,PI,Northern Metropolitan,2,4,1082,22.4,3
2,u,890500,SP,Northern Metropolitan,2,1,546,14.3,3
3,h,1310000,S,Northern Metropolitan,1,2,709,16.5,3
1,u,458000,S,Northern Metropolitan,4,2,886,26.2,3
4,h,2200000,PI,Northern Metropolitan,3,3,667,20.1,2
3,h,750000,VB,Eastern Metropolitan,2,2,729,18.2,3
2,u,560000,S,Eastern Metropolitan,2,2,724,24.0,1
2,h,340000,SP,Western Metropolitan,1,2,998,23.3,2
5,h,870000,S,South-Eastern Metropolitan,1,2,510,31.3,3
3,h,420000,S,Northern Metropolitan,2,2,610,15.8,2
2,u,643500,S,Southern Metropolitan,2,1,283,18.7,2
3,h,610000,S,South-Eastern Metropolitan,3,2,705,21.5,2
3,h,565000,S,South-Eastern Metropolitan,2,2,619,22.2,2
3,u,572000,S,South-Eastern Metropolitan,5,2,720,12.7,2
4,t,1090000,S,Western Metropolitan,1,2,992,26.1,3
2,t,455000,SP,Western Metropolitan,2,2,714,17.6,2
2,h,750000,S,Western Metropolitan,3,2,1274,14.9,2
2,h,850000,VB,Western Metropolitan,2,2,244,22.6,2
4,h,640000,VB,South-Eastern Metropolitan,4,2,624,16.2,2
2,h,1030000,S,Southern Metropolitan,2,2,635,26.4,3
4,h,600000,PI,Northern Metropolitan,1,1,847,19.2,3
3,u,386000,S,Northern Metropolitan,3,2,657,18.2,2
2,u,857000,S,Southern Metropolitan,2,1,517,19.1,3
2,h,1160000,S,Southern Metropolitan,2,4,587,14.6,1
3,u,1235000,S,Southern Metropolitan,3,2,1070,17.0,2
3,h,752500,S,South-Eastern Metropolitan,1,1,694,17.1,3
3,h,565000,S,Western Metropolitan,3,2,689,17.9,2
3,t,500000,SP,Western Metropolitan,1,1,800,25.6,4
3,h,610000,PI,Western Metropolitan,3,2,900,23.1,2
4,h,801000,S,Eastern Metropolitan,2,1,1088,19.1,3
1,u,350000,VB,Southern Metropolitan,2,1,1138,16.1,5
2,u,525000,S,Southern Metropolitan,1,2,464,23.0,4
2,u,365000,VB,Southern Metropolitan,2,3,763,23.3,3
2,u,460000,SP,Southern Metropolitan,1,2,854,18.8,5
4,h,1725000,PI,Western Metropolitan,1,1,542,23.7,2
2,h,646000,S,Western Metropolitan,3,1,310,21.5,6
4,h,1190000,PI,Western Metropolitan,5,2,643,18.6,2
2,h,635500,S,Western Metropolitan,3,3,637,19.8,5
4,h,580000,S,Western Metropolitan,3,2,665,18.1,4
3,h,413000,S,Western Metropolitan,1,1,612,18.5,2
3,h,420000,S,Western Metropolitan,2,2,710,18.5,3
3,t,525000,S,Western Metropolitan,2,2,1002,17.1,3
3,h,780000,SA,Western Metropolitan,1,4,605,16.0,5
4,h,765000,S,Western Metropolitan,3,2,879,21.0,4
4,h,1420000,PI,Southern Metropolitan,3,2,1247,20.1,2
3,h,2100000,VB,Southern Metropolitan,1,1,722,24.0,3
3,h,1385000,S,Southern Metropolitan,2,2,696,22.1,3
2,h,417000,S,Western Metropolitan,2,2,1040,17.4,2
4,h,810000,VB,Western Metropolitan,2,2,234,18.9,4
3,h,451500,S,Western Metropolitan,2,2,1235,20.5,3
3,h,526000,S,Western Metropolitan,4,2,676,13.0,3
4,h,605500,S,Western Metropolitan,3,1,904,19.6,4
3,h,427500,S,Western Metropolitan,2,1,654,16.5,2
4,h,855000,SP,Eastern Victoria,1,2,713,16.7,3
5,h,1705000,PI,Eastern Metropolitan,2,2,639,20.4,2
3,h,551200,SP,Eastern Metropolitan,3,2,869,20.5,3
3,u,542000,S,Northern Metropolitan,1,2,467,18.9,2
4,h,2070000,SP,Northern Metropolitan,2,2,667,15.2,2
6,h,2800000,S,Southern Metropolitan,3,1,362,17.8,1
2,t,385000,SP,Western Metropolitan,1,1,716,30.6,3
3,h,500000,SP,Western Metropolitan,1,1,809,20.9,3
4,h,821000,S,Western Metropolitan,3,4,707,20.2,4
3,t,917000,S,Eastern Metropolitan,2,2,720,17.6,2
3,h,905000,SP,Eastern Metropolitan,2,2,917,19.7,4
2,h,450000,PI,Eastern Metropolitan,2,2,1010,21.9,3
3,h,1015000,SP,Eastern Metropolitan,2,2,1235,17.7,5
3,h,510000,S,Western Metropolitan,2,3,949,20.2,5
4,h,645000,S,Western Metropolitan,1,4,701,30.0,4
3,h,427000,S,Western Metropolitan,1,1,177,10.2,4
3,h,600000,S,Western Metropolitan,3,3,670,18.1,2
2,h,355000,S,Western Metropolitan,1,6,691,13.4,2
3,h,845000,PI,Western Metropolitan,2,2,624,25.4,4
2,h,876000,S,Western Metropolitan,2,2,368,13.6,3
3,h,578000,S,Northern Metropolitan,2,2,760,17.5,2
4,h,510000,S,Western Metropolitan,2,2,493,14.1,3
2,u,390000,S,Northern Metropolitan,2,2,584,21.7,4
4,h,525000,S,Northern Metropolitan,2,4,587,20.3,2
3,h,480000,S,Western Metropolitan,1,1,604,20.4,3
3,h,471100,S,Western Metropolitan,2,2,628,19.8,5
4,h,1000000,SP,Western Metropolitan,3,2,675,17.3,2
3,h,1115000,SP,Western Metropolitan,2,2,605,22.6,3
2,h,765000,S,Northern Metropolitan,2,2,723,13.2,2
3,h,630000,SP,Western Metropolitan,1,1,1075,27.7,3
4,h,1000000,PI,South-Eastern Metropolitan,3,2,700,15.6,3
4,h,578000,S,Northern Metropolitan,1,1,250,19.0,3
3,h,730000,S,Western Metropolitan,1,3,640,18.9,3
5,h,1225000,VB,Eastern Metropolitan,2,2,275,17.4,3
4,h,780000,S,Eastern Metropolitan,2,2,644,21.9,3
4,h,830000,S,Northern Metropolitan,3,2,808,13.5,2
2,u,536000,S,Northern Metropolitan,2,2,293,21.4,4
3,u,825000,S,Eastern Metropolitan,3,2,842,16.5,3
5,h,680000,VB,Western Metropolitan,2,2,669,10.4,5
3,h,450000,S,Western Metropolitan,2,2,701,20.8,5
3,h,770000,S,South-Eastern Metropolitan,2,5,754,11.8,5
4,h,710500,S,Northern Metropolitan,1,1,666,25.0,5
4,h,1060000,SP,Eastern Metropolitan,2,2,186,20.3,4
3,h,845000,S,Eastern Metropolitan,1,0,635,27.4,4
3,h,490000,PI,Western Metropolitan,1,1,0,19.3,2
3,h,477000,SP,Northern Victoria,3,2,900,20.4,2
3,h,875000,SP,Eastern Metropolitan,2,0,942,16.6,4
1,h,462000,S,Eastern Victoria,3,2,942,18.6,3
3,h,876000,S,Northern Metropolitan,2,1,207,25.5,4
3,h,690000,S,Eastern Victoria,1,1,362,18.7,4
2,h,800000,PI,Western Metropolitan,3,2,737,17.8,2
4,h,1120000,SP,Eastern Metropolitan,2,2,458,28.5,4
3,h,697250,S,South-Eastern Metropolitan,2,2,701,21.2,5
3,h,561000,S,South-Eastern Metropolitan,1,2,75100,15.6,4
4,h,810000,PI,South-Eastern Metropolitan,2,3,620,24.6,2
5,h,580000,S,South-Eastern Metropolitan,2,2,282,14.7,5
3,h,1130000,PI,Eastern Metropolitan,2,2,730,20.7,2
2,h,685000,S,Northern Metropolitan,2,1,720,13.6,4
2,h,575000,S,Southern Metropolitan,1,2,729,20.1,4
3,h,865000,S,Eastern Metropolitan,2,2,939,17.2,5
3,h,1410000,S,Southern Metropolitan,1,2,202,19.0,3
4,h,720000,S,Northern Metropolitan,1,4,730,17.0,4
3,h,650000,SP,Eastern Victoria,2,2,613,23.7,4
7,h,786500,S,Northern Metropolitan,1,1,140,15.4,5
1,u,445000,SP,Northern Metropolitan,2,2,299,19.7,3
3,h,1462000,S,South-Eastern Metropolitan,3,2,628,13.7,4
5,h,676000,S,Northern Metropolitan,2,1,418,27.2,2
3,h,592000,S,Northern Metropolitan,2,2,0,27.8,4
3,h,635000,S,Northern Metropolitan,1,1,576,17.9,3
2,u,672000,S,Southern Metropolitan,3,2,291,21.3,2
1,h,340000,SP,Western Metropolitan,2,2,795,13.8,3
4,h,1451000,S,South-Eastern Metropolitan,2,1,565,20.7,4
2,t,411000,S,Western Metropolitan,2,2,697,13.0,5
3,h,587500,S,Western Metropolitan,1,3,598,24.9,3
3,h,750000,S,Western Metropolitan,1,2,584,15.3,5
4,h,692000,S,Western Metropolitan,1,2,627,14.5,4
2,u,525500,SP,Northern Metropolitan,2,2,331,19.2,4
3,u,656000,S,Eastern Metropolitan,2,2,610,22.4,2
4,h,930000,S,South-Eastern Metropolitan,2,1,526,17.0,2
3,h,525000,S,Northern Metropolitan,3,2,271,16.8,3
3,h,606000,S,South-Eastern Metropolitan,1,4,758,22.2,5
4,h,670000,S,Northern Metropolitan,2,1,285,12.6,3
3,u,801000,S,Southern Metropolitan,2,2,0,23.6,3
2,u,530000,S,Southern Metropolitan,1,1,296,21.8,6
3,h,675000,S,Western Metropolitan,2,2,594,17.6,3
2,u,400000,PI,Western Metropolitan,1,1,116,19.6,2
2,t,830000,S,Northern Metropolitan,3,2,557,17.4,3
3,u,437500,S,Western Metropolitan,1,3,703,19.9,3
3,h,900000,SA,Western Metropolitan,1,0,1045,21.9,4
3,h,890000,SP,Western Metropolitan,2,3,855,15.9,2
3,t,891000,S,Western Metropolitan,1,1,632,18.2,7
3,h,1650000,S,Southern Metropolitan,2,1,699,22.3,4
4,h,1480000,SP,Northern Metropolitan,2,2,690,26.1,5
4,h,2420000,PI,Northern Metropolitan,2,3,354,20.0,4
3,h,1815000,S,Western Metropolitan,2,2,592,20.4,3
3,h,600000,S,Western Metropolitan,1,2,382,20.0,5
3,h,700000,SP,Western Metropolitan,1,3,505,21.3,3
4,h,624000,S,Western Metropolitan,1,2,700,19.8,4
1,u,561500,S,Southern Metropolitan,3,1,695,25.0,3
1,u,401000,S,Southern Metropolitan,1,2,624,20.6,7
3,h,1050000,VB,Western Metropolitan,2,1,576,21.7,3
5,h,2850500,S,Southern Metropolitan,2,1,581,15.2,4
4,h,1400000,VB,Southern Metropolitan,1,2,321,20.0,3
3,t,1095000,S,South-Eastern Metropolitan,2,2,147,23.6,4
3,h,1015000,S,South-Eastern Metropolitan,2,1,332,19.2,4
3,h,904000,S,Western Metropolitan,3,2,772,12.9,4
3,h,680000,S,Western Metropolitan,1,2,694,24.0,3
3,h,725000,S,Western Metropolitan,1,1,1043,29.0,4
2,u,652000,SP,Southern Metropolitan,2,4,736,19.4,4
5,h,2800000,PI,Southern Metropolitan,2,3,568,17.4,3
5,h,4000000,PI,Southern Metropolitan,1,3,336,29.6,4
3,u,1600000,VB,Southern Metropolitan,1,2,0,13.8,3
4,t,1250000,VB,Southern Metropolitan,1,4,780,15.8,4
4,t,1190000,VB,Southern Metropolitan,2,1,292,17.6,3
5,h,1510000,PI,Southern Metropolitan,2,2,611,15.3,3
4,h,2255000,PI,Southern Metropolitan,4,2,579,23.9,4
4,h,1905000,PI,Southern Metropolitan,1,1,617,11.5,4
4,t,1820000,SP,Southern Metropolitan,1,2,676,21.1,4
4,h,1645000,S,Southern Metropolitan,2,2,384,16.1,4
4,h,1625000,SP,Southern Metropolitan,2,2,570,19.3,2
4,h,1700000,VB,Southern Metropolitan,2,1,123,23.2,3
4,h,1300000,VB,Southern Metropolitan,1,1,83,23.1,4
3,h,1260000,S,Southern Metropolitan,3,3,346,21.9,5
2,t,883000,S,Southern Metropolitan,1,2,580,19.5,4
4,t,1282000,S,Southern Metropolitan,2,2,766,21.0,5
3,h,1015000,S,Southern Metropolitan,2,2,572,22.0,3
3,h,1180000,S,Southern Metropolitan,2,2,388,21.9,4
3,h,1146000,S,Southern Metropolitan,1,5,594,19.3,4
3,t,800000,PI,Southern Metropolitan,2,2,292,25.3,3
3,t,950000,VB,Southern Metropolitan,2,2,664,16.1,4
4,h,1980000,S,Southern Metropolitan,1,1,0,25.2,3
5,h,1670000,S,Eastern Metropolitan,2,2,345,10.6,4
3,h,750000,PI,Eastern Metropolitan,1,1,192,16.5,4
4,h,1300000,SP,Eastern Metropolitan,1,2,590,28.3,4
3,t,850000,VB,Eastern Metropolitan,1,2,768,22.2,3
3,t,975000,VB,Eastern Metropolitan,2,1,176,12.6,4
4,h,2128888,S,Eastern Metropolitan,1,2,281,22.3,4
3,t,975000,VB,Southern Metropolitan,1,1,105,12.0,4
4,h,3590000,S,Southern Metropolitan,2,2,683,19.4,2
4,h,2500000,S,Southern Metropolitan,1,2,603,6.7,2
2,u,970000,SP,Southern Metropolitan,2,2,385,20.3,3
4,h,1840000,S,Southern Metropolitan,1,2,393,15.9,4
3,h,1700000,S,Southern Metropolitan,2,2,297,23.4,3
3,h,1850000,VB,Southern Metropolitan,2,3,591,13.9,5
4,h,2500000,S,Southern Metropolitan,2,1,0,17.7,4
4,h,2070000,PI,Southern Metropolitan,2,2,384,19.3,4
5,h,2500000,VB,Southern Metropolitan,2,1,258,18.2,5
4,h,2000000,VB,Southern Metropolitan,2,4,601,27.5,3
2,h,711000,S,Northern Metropolitan,1,1,76,20.8,3
3,h,653000,S,Northern Metropolitan,1,1,145,15.1,2
3,h,407500,S,Northern Metropolitan,2,2,585,16.7,3
4,h,560000,PI,Northern Metropolitan,2,1,349,23.6,3
4,h,1500000,VB,Northern Metropolitan,2,2,292,22.1,5
2,u,790000,S,Northern Metropolitan,2,2,633,18.6,5
4,h,1325000,S,Northern Metropolitan,2,2,598,18.7,3
2,h,1126000,S,Northern Metropolitan,3,2,291,18.2,3
2,h,900000,SP,Northern Metropolitan,2,2,321,23.0,5
3,h,915000,SP,Northern Metropolitan,2,3,730,19.0,5
2,u,570000,PI,Northern Metropolitan,2,2,619,13.8,3
3,h,1160000,PI,Northern Metropolitan,2,4,618,21.4,4
4,h,1661000,S,Northern Metropolitan,2,1,0,11.4,4
3,u,925000,S,Northern Metropolitan,2,2,653,20.7,3
2,h,530000,VB,Northern Metropolitan,1,4,574,27.7,3
3,h,950000,VB,Northern Metropolitan,2,2,610,25.2,4
3,h,1326000,S,Northern Metropolitan,1,2,622,23.2,3
4,h,1440200,S,Northern Metropolitan,2,1,353,14.3,4
3,h,1345000,S,Northern Metropolitan,1,1,265,23.6,5
4,h,1337000,S,Eastern Metropolitan,2,2,590,24.4,4
4,h,1310000,VB,Eastern Metropolitan,1,2,606,23.4,4
3,h,1308000,SP,Southern Metropolitan,1,1,96,11.5,3
3,h,1388000,SP,Southern Metropolitan,1,1,0,18.1,3
3,h,980000,VB,Eastern Metropolitan,1,2,578,21.2,3
4,h,1177000,S,Eastern Metropolitan,1,2,750,22.6,4
4,h,1290000,S,Eastern Metropolitan,2,4,653,14.6,4
3,h,1140000,S,Eastern Metropolitan,1,2,818,20.3,2
3,h,1177000,S,Eastern Metropolitan,1,1,636,18.2,2
4,h,2175000,VB,Southern Metropolitan,1,1,0,25.1,4
2,u,730000,S,Southern Metropolitan,1,1,583,17.1,4
4,h,2200000,PI,Southern Metropolitan,2,4,562,24.1,3
4,h,2175000,S,Southern Metropolitan,2,2,604,18.4,3
3,u,1150000,PI,Southern Metropolitan,2,2,305,20.7,4
4,t,1650000,VB,Southern Metropolitan,1,2,212,17.6,4
2,t,350000,PI,Northern Metropolitan,1,1,581,13.8,5
1,u,412000,S,Northern Metropolitan,1,4,612,26.2,4
2,h,1065000,S,Northern Metropolitan,1,2,584,18.1,4
3,h,788000,S,South-Eastern Metropolitan,2,2,295,22.1,4
3,h,550000,S,South-Eastern Metropolitan,1,1,747,16.0,3
3,h,1530000,S,Southern Metropolitan,2,2,167,27.3,3
3,h,1425000,PI,Southern Metropolitan,1,1,732,19.3,3
2,h,1101000,S,Southern Metropolitan,1,2,694,17.2,2
3,h,1300000,S,Southern Metropolitan,2,1,819,17.9,2
3,t,875000,VB,Southern Metropolitan,2,4,684,15.3,5
3,h,1305000,S,Southern Metropolitan,1,2,658,19.6,6
5,h,1425000,S,South-Eastern Metropolitan,1,1,306,17.2,4
4,u,665500,S,South-Eastern Metropolitan,2,1,268,20.8,3
3,h,935000,S,Northern Metropolitan,1,3,660,23.1,5
3,t,900000,VB,Northern Metropolitan,2,1,274,22.1,3
2,u,580000,S,Northern Metropolitan,2,4,710,30.2,3
2,u,472500,S,Northern Metropolitan,2,1,343,24.4,4
3,u,881000,SP,Northern Metropolitan,1,4,726,22.5,4
2,h,857000,S,Northern Metropolitan,1,2,841,20.0,2
3,h,1000000,PI,Northern Metropolitan,2,2,601,20.2,3
4,t,1025000,S,Northern Metropolitan,2,1,201,16.0,5
2,u,1110000,PI,Northern Metropolitan,2,1,291,17.0,5
3,h,2330000,S,Northern Metropolitan,1,2,610,21.0,3
4,h,550000,PI,Northern Metropolitan,2,1,228,23.6,2
4,h,730000,PI,Northern Metropolitan,1,2,618,22.2,4
3,h,530000,VB,Northern Metropolitan,2,2,618,14.4,5
3,h,540000,SP,Northern Metropolitan,2,2,296,14.5,2
4,h,619500,S,Northern Metropolitan,1,2,282,11.6,3
